Trade Date,tech_data,materials_data,consumer_data,financial,healthcare,industrial,services,utilities
2016-09-15,2710.77,866.53,1000.39,1449.73,1120.5,958.15,928.44,725.9
2016-09-16,2704.1,858.95,992.2,1438.39,1122.07,954.45,929.41,719.2
2016-09-19,2704.79,869.28,1001.47,1446.59,1132.23,962.3,936.03,730.0
2016-09-20,2697.46,870.18,1005.89,1447.47,1134.19,960.65,935.21,738.88
2016-09-21,2746.05,886.1,1016.22,1458.73,1152.03,971.57,945.32,741.05
2016-09-22,2754.39,905.78,1034.12,1471.69,1175.69,986.78,956.42,752.91
2016-09-23,2730.38,899.55,1025.51,1462.72,1182.55,982.08,952.37,745.92
2016-09-26,2709.64,893.62,1018.88,1446.24,1190.08,973.27,943.11,738.61
2016-09-27,2749.86,891.29,1024.56,1450.64,1171.13,974.02,946.13,733.88
2016-09-28,2753.07,894.41,1021.81,1458.68,1187.57,973.74,945.69,740.4
2016-09-29,2754.83,907.4,1021.6,1442.51,1173.09,977.88,946.16,736.69
2016-09-30,2775.07,901.54,1018.2,1453.76,1157.58,975.79,942.04,723.88
2016-10-03,2770.52,902.16,1019.45,1444.88,1143.39,976.22,945.28,733.94
2016-10-04,2769.48,894.59,1021.57,1443.13,1120.12,977.16,943.31,730.72
2016-10-05,2789.11,892.05,1016.91,1452.32,1095.04,975.99,939.08,732.12
2016-10-06,2791.91,887.49,1014.75,1452.0,1091.67,974.56,933.85,734.45
2016-10-07,2784.17,887.67,1010.33,1451.11,1089.08,973.1,922.21,738.14
2016-10-10,2788.38,893.35,1010.16,1459.38,1095.64,974.66,922.8,744.87
2016-10-11,2733.55,884.55,999.57,1444.89,1085.4,967.55,916.94,741.64
2016-10-12,2729.68,880.88,989.92,1449.53,1093.5,960.05,911.25,747.04
2016-10-13,2711.57,874.63,989.27,1440.91,1102.62,957.66,909.58,748.63
2016-10-14,2718.55,876.25,992.24,1446.15,1098.54,961.62,914.73,751.6
2016-10-17,2708.66,875.67,988.82,1442.82,1099.23,961.38,908.98,756.3
2016-10-18,2736.22,890.65,994.08,1452.37,1111.42,969.31,919.24,765.69
2016-10-19,2734.69,897.98,998.2,1464.08,1111.68,973.31,927.44,767.69
2016-10-20,2742.72,895.12,997.24,1459.64,1113.1,969.67,924.66,770.13
2016-10-21,2739.02,894.79,988.1,1458.57,1105.99,966.09,920.88,775.04
2016-10-24,2778.59,895.24,988.14,1464.2,1113.86,967.56,920.13,782.39
2016-10-25,2769.11,903.41,986.44,1459.95,1109.74,964.3,916.34,788.27
2016-10-26,2774.6,900.34,986.5,1460.99,1090.51,964.64,918.2,789.44
2016-10-27,2770.94,893.53,984.12,1455.47,1058.74,955.76,913.01,784.33
2016-10-28,2769.88,899.03,986.68,1452.4,1061.25,956.91,913.95,781.87
2016-10-31,2775.91,904.25,987.93,1455.77,1075.08,958.49,913.19,783.64
2016-11-01,2744.51,906.71,990.1,1444.4,1040.07,957.63,917.15,757.35
2016-11-02,2712.55,902.84,985.16,1430.43,1011.12,952.48,913.15,756.68
2016-11-03,2698.83,900.84,982.37,1430.47,989.36,950.81,915.32,749.36
2016-11-04,2682.85,894.7,974.07,1427.47,997.89,944.2,907.71,746.59
2016-11-07,2759.01,898.6,975.93,1459.64,1017.28,949.81,908.78,766.72
2016-11-08,2767.3,905.04,979.03,1461.31,1001.85,951.11,909.37,770.54
2016-11-09,2760.12,904.64,950.87,1496.46,974.21,938.97,893.6,749.59
2016-11-10,2719.56,917.62,947.2,1527.85,939.76,957.61,894.78,694.67
2016-11-11,2761.1,905.9,942.38,1535.42,948.03,949.87,890.02,655.22
2016-11-14,2738.99,903.46,931.54,1559.91,978.49,945.77,883.17,657.94
2016-11-15,2779.71,900.16,934.26,1561.3,972.57,946.36,884.63,665.04
2016-11-16,2798.75,892.64,934.92,1549.97,974.06,943.03,885.98,681.03
2016-11-17,2827.89,895.3,938.73,1562.64,960.63,946.51,891.75,677.68
2016-11-18,2825.74,880.89,934.61,1564.8,965.15,939.16,886.31,684.36
2016-11-21,2849.29,889.44,939.46,1571.95,962.11,945.27,891.23,699.47
2016-11-22,2856.96,900.89,938.67,1578.12,977.52,945.74,893.02,700.12
2016-11-23,2848.09,896.06,930.87,1581.58,975.27,939.18,886.76,687.12
2016-11-25,2858.53,903.74,947.69,1586.2,980.13,947.79,896.14,692.43
2016-11-28,2859.71,904.68,947.92,1570.8,980.77,946.54,895.53,699.0
2016-11-29,2860.27,900.16,949.76,1576.42,993.1,946.91,898.16,691.04
2016-11-30,2839.49,894.38,949.24,1582.12,979.84,945.18,891.62,697.72
2016-12-01,2735.43,901.6,945.1,1594.65,955.76,948.83,888.1,666.29
2016-12-02,2762.22,903.32,944.19,1588.67,972.9,946.24,885.3,670.31
2016-12-05,2792.41,913.4,944.5,1606.45,980.76,950.17,884.8,671.22
2016-12-06,2808.3,918.84,952.29,1619.11,990.4,957.04,888.14,676.57
2016-12-07,2871.9,937.09,961.97,1644.84,1014.77,966.52,894.8,680.35
2016-12-08,2879.89,944.86,967.04,1660.7,1020.56,967.48,897.59,677.64
2016-12-09,2876.58,938.27,969.32,1664.12,1019.01,965.52,903.42,684.85
2016-12-12,2854.1,941.32,970.5,1653.53,1025.58,966.41,905.39,683.37
2016-12-13,2889.46,939.03,982.55,1657.4,1021.8,972.51,914.59,693.28
2016-12-14,2881.16,933.99,981.81,1644.48,983.02,971.31,913.93,685.51
2016-12-15,2906.71,906.24,962.38,1651.23,972.51,952.49,894.76,673.72
2016-12-16,2875.96,905.5,965.79,1644.73,995.13,955.4,897.11,673.25
2016-12-19,2895.78,906.27,974.17,1649.69,1016.19,959.38,902.58,675.64
2016-12-20,2909.23,903.15,969.33,1664.04,1014.8,955.51,901.52,673.36
2016-12-21,2909.33,906.71,971.0,1658.02,993.84,958.46,901.87,679.32
2016-12-22,2911.26,906.35,971.36,1653.52,992.75,958.76,901.58,683.84
2016-12-23,2922.05,904.55,970.98,1655.3,996.41,959.92,900.79,690.33
2016-12-27,2942.48,902.48,969.21,1657.16,1001.65,956.53,899.96,689.24
2016-12-28,2906.42,912.73,965.76,1642.53,996.23,956.7,899.63,700.35
2016-12-29,2902.06,920.73,969.68,1638.68,1010.19,958.35,903.93,714.95
2016-12-30,2868.7,920.97,974.17,1642.46,1022.56,961.08,906.91,711.79
2017-01-03,2892.39,921.33,966.21,1656.38,1023.24,956.45,899.06,717.43
2017-01-04,2902.2,934.57,978.59,1675.12,1036.6,969.39,908.78,721.49
2017-01-05,2908.15,951.19,990.98,1665.73,1048.28,981.74,922.07,725.65
2017-01-06,2930.18,940.43,985.56,1669.64,1046.16,977.97,918.42,718.8
2017-01-09,2948.25,938.29,985.99,1656.45,1042.23,975.05,916.85,720.3
2017-01-10,2959.93,949.53,990.12,1660.3,1021.89,979.82,920.38,723.7
2017-01-11,2974.52,954.44,986.31,1665.56,1024.8,975.58,912.47,716.73
2017-01-12,2961.78,968.34,1000.8,1657.66,1032.71,989.16,920.59,746.24
2017-01-13,2979.19,971.06,999.5,1664.78,1031.89,990.13,925.75,740.21
2017-01-17,2958.49,972.71,994.63,1640.28,1043.41,987.21,924.16,742.83
2017-01-18,2981.64,978.22,998.46,1649.05,1041.28,989.22,921.71,736.38
2017-01-19,2974.81,971.48,993.29,1636.62,1023.15,981.58,914.47,737.06
2017-01-20,3002.44,976.52,996.53,1645.97,1030.31,988.84,915.23,745.7
2017-01-23,2997.79,984.77,1002.45,1642.31,1040.25,994.18,918.13,757.43
2017-01-24,3045.82,998.31,1001.32,1659.82,1041.19,998.34,916.91,757.87
2017-01-25,3086.89,1007.33,1010.32,1678.72,1032.96,1008.7,919.52,759.0
2017-01-26,3064.88,1004.06,1008.13,1681.85,1025.61,1007.62,916.43,759.83
2017-01-27,3098.65,1004.92,1007.85,1673.32,1018.69,1007.22,920.76,761.79
2017-01-30,3082.71,997.31,1005.45,1661.44,1021.59,1001.98,919.05,753.02
2017-01-31,3069.02,997.13,1004.69,1656.1,1025.43,1003.2,919.99,754.82
2017-02-01,3082.02,1003.04,1002.83,1652.7,1011.96,1007.57,920.35,750.17
2017-02-02,3093.87,1008.12,1004.65,1650.79,1027.93,1008.11,920.55,763.63
2017-02-03,3113.67,998.2,1010.27,1679.15,1031.64,1009.26,920.71,777.75
2017-02-06,3114.2,993.57,1006.34,1671.47,1034.8,1004.27,913.75,769.06
2017-02-07,3131.82,998.42,1001.59,1668.89,1032.38,1004.98,912.69,766.3
2017-02-08,3130.17,1000.17,1009.86,1662.55,1038.97,1011.0,919.78,773.34
2017-02-09,3130.39,994.6,1002.2,1681.02,1028.58,1004.12,916.91,771.83
2017-02-10,3125.24,1009.25,1005.03,1687.79,1035.4,1011.3,924.01,780.16
