Date,BTC,ETH,LTC,XRP
06/01/2018,17088.0,998.7,280.53,280.53
05/01/2018,16990.0,958.0,240.45,240.45
04/01/2018,15266.6,942.04,240.0,240.0
03/01/2018,15185.7,938.0,243.0,243.0
02/01/2018,14882.0,864.0,254.6,254.6
01/01/2018,13506.1,757.01,225.63,225.63
31/12/2017,13990.0,745.98,230.3,230.3
30/12/2017,12600.0,700.0,212.12,212.12
29/12/2017,14402.2,741.16,242.41,242.41
28/12/2017,14548.8,722.01,249.45,249.45
27/12/2017,15445.9,741.26,264.87,264.87
26/12/2017,15814.5,749.08,279.81,279.81
25/12/2017,13865.0,720.82,265.89,265.89
24/12/2017,13760.0,666.56,264.89,264.89
23/12/2017,14560.9,696.35,276.72,276.72
22/12/2017,13874.1,674.47,258.63,258.63
21/12/2017,15180.0,767.83,297.14,297.14
20/12/2017,16220.7,784.55,298.0,298.0
19/12/2017,17600.5,808.0,341.64,341.64
18/12/2017,18833.1,782.53,353.65,353.65
17/12/2017,18920.6,708.0,312.78,312.78
16/12/2017,19356.9,689.0,296.17,296.17
15/12/2017,17500.0,675.0,299.0,299.0
14/12/2017,16376.1,685.0,271.94,271.94
13/12/2017,16150.1,680.0,294.61,294.61
12/12/2017,16889.3,626.2,290.54,290.54
11/12/2017,16578.0,500.0,210.69,210.69
10/12/2017,14850.3,430.77,144.39,144.39
09/12/2017,14682.9,461.98,148.49,148.49
08/12/2017,15921.9,445.31,119.84,119.84
07/12/2017,15899.0,409.0,92.98,92.98
06/12/2017,13737.7,417.01,97.87,97.87
05/12/2017,11736.2,456.0,101.0,101.0
04/12/2017,11638.0,467.0,103.1,103.1
03/12/2017,11235.1,463.09,100.43,100.43
02/12/2017,10901.0,456.65,98.76,98.76
01/12/2017,10896.1,462.0,97.43,97.43
30/11/2017,10088.5,439.25,87.59,87.59
29/11/2017,9795.8,424.0,83.95,83.95
28/11/2017,9800.0,461.56,92.87,92.87
27/11/2017,9580.0,469.4,89.84,89.84
26/11/2017,9174.3,464.19,84.01,84.01
25/11/2017,8690.0,460.5,87.16,87.16
24/11/2017,8173.1,466.99,75.66,75.66
23/11/2017,8030.0,408.75,73.01,73.01
22/11/2017,8250.6,379.5,71.88,71.88
21/11/2017,8113.1,361.01,70.19,70.19
20/11/2017,8234.1,366.52,72.0,72.0
19/11/2017,8000.0,351.11,71.08,71.08
18/11/2017,7786.0,345.1,69.5,69.5
17/11/2017,7695.7,331.0,67.75,67.75
16/11/2017,7750.7,325.98,70.0,70.0
15/11/2017,7260.0,329.31,63.26,63.26
14/11/2017,6660.6,335.0,63.22,63.22
13/11/2017,6528.0,314.83,61.03,61.03
12/11/2017,5880.0,305.13,58.1,58.1
11/11/2017,6330.0,313.65,61.88,61.88
10/11/2017,6583.0,298.0,58.8,58.8
09/11/2017,7152.4,319.76,64.24,64.24
08/11/2017,7463.5,308.38,62.16,62.16
07/11/2017,7128.1,292.07,60.6,60.6
06/11/2017,6969.0,298.5,54.61,54.61
05/11/2017,7380.0,294.62,54.42,54.42
04/11/2017,7369.9,299.41,54.89,54.89
03/11/2017,7160.0,304.17,55.98,55.98
02/11/2017,7007.3,283.75,54.19,54.19
01/11/2017,6741.9,290.1,53.46,53.46
31/10/2017,6430.5,304.12,55.47,55.47
30/10/2017,6124.5,306.2,56.29,56.29
29/10/2017,6130.0,303.95,56.75,56.75
28/10/2017,5750.0,295.14,54.24,54.24
27/10/2017,5793.8,297.06,55.17,55.17
26/10/2017,5890.6,295.52,55.56,55.56
25/10/2017,5762.8,296.87,56.39,56.39
24/10/2017,5545.5,298.4,55.99,55.99
23/10/2017,5902.8,285.17,54.66,54.66
22/10/2017,5949.0,311.52,56.69,56.69
21/10/2017,5949.0,311.52,58.11,58.11
20/10/2017,5949.0,311.52,60.04,60.04
19/10/2017,5695.3,307.87,59.8,59.8
18/10/2017,5579.4,314.36,60.89,60.89
17/10/2017,5606.5,316.83,59.37,59.37
16/10/2017,5738.8,333.42,64.6,64.6
15/10/2017,5680.0,335.71,65.31,65.31
14/10/2017,5800.0,337.99,63.8,63.8
13/10/2017,5640.0,336.98,58.8,58.8
12/10/2017,5429.7,302.12,59.39,59.39
11/10/2017,4822.6,303.0,50.75,50.75
10/10/2017,4748.5,298.02,50.62,50.62
09/10/2017,4772.1,296.9,50.08,50.08
08/10/2017,4592.0,308.59,53.14,53.14
07/10/2017,4432.0,310.57,52.52,52.52
06/10/2017,4363.1,308.7,52.08,52.08
05/10/2017,4324.2,294.75,51.66,51.66
04/10/2017,4223.6,292.0,51.01,51.01
03/10/2017,4309.0,291.17,52.14,52.14
02/10/2017,4401.7,296.66,53.18,53.18
01/10/2017,4383.7,303.5,54.68,54.68
30/09/2017,4344.0,302.2,55.65,55.65
29/09/2017,4157.1,292.4,52.92,52.92
28/09/2017,4190.0,302.7,55.12,55.12
27/09/2017,4213.8,310.33,57.0,57.0
26/09/2017,3885.9,287.9,52.0,52.0
25/09/2017,3924.0,295.0,52.37,52.37
24/09/2017,3672.7,282.95,47.69,47.69
23/09/2017,3789.0,285.99,49.5,49.5
22/09/2017,3599.8,262.92,47.8,47.8
21/09/2017,3623.9,258.8,46.71,46.71
20/09/2017,3863.1,282.36,51.25,51.25
19/09/2017,3911.0,282.61,53.09,53.09
18/09/2017,4091.5,297.98,56.13,56.13
17/09/2017,3719.0,259.1,51.21,51.21
16/09/2017,3716.4,254.81,52.22,52.22
15/09/2017,3739.6,259.42,52.2,52.2
14/09/2017,3254.2,223.85,45.49,45.49
13/09/2017,3882.2,276.21,61.88,61.88
12/09/2017,4173.6,294.0,66.43,66.43
11/09/2017,4226.2,297.64,68.46,68.46
10/09/2017,4287.1,301.54,67.84,67.84
09/09/2017,4342.3,304.74,71.99,71.99
08/09/2017,4385.0,310.27,74.1,74.1
07/09/2017,4660.0,337.96,81.07,81.07
06/09/2017,4641.6,341.84,82.41,82.41
05/09/2017,4464.03,322.98,74.6,74.6
04/09/2017,4344.11,307.96,70.1,70.1
03/09/2017,4645.0,355.0,80.03,80.03
02/09/2017,4630.4,354.89,79.48,79.48
01/09/2017,4919.9,390.01,87.45,87.45
31/08/2017,4737.27,388.0,73.37,73.37
30/08/2017,4579.75,383.5,65.8,65.8
29/08/2017,4590.17,371.99,62.78,62.78
28/08/2017,4387.83,347.54,62.16,62.16
27/08/2017,4338.46,347.6,61.0,61.0
26/08/2017,4351.75,332.65,51.68,51.68
25/08/2017,4390.99,331.21,51.7,51.7
24/08/2017,4334.68,326.65,50.56,50.56
23/08/2017,4151.0,317.31,54.0,54.0
22/08/2017,4104.9,314.52,46.51,46.51
21/08/2017,4005.7,322.0,48.5,48.5
20/08/2017,4078.24,299.45,46.15,46.15
19/08/2017,4179.73,294.63,45.34,45.34
18/08/2017,4141.0,293.0,46.46,46.46
17/08/2017,4291.0,300.79,43.94,43.94
16/08/2017,4388.0,302.26,44.05,44.05
15/08/2017,4172.2,286.65,43.0,43.0
14/08/2017,4355.66,302.7,45.99,45.99
13/08/2017,4084.0,298.0,45.3,45.3
12/08/2017,3884.63,309.5,46.12,46.12
11/08/2017,3670.0,310.0,47.15,47.15
10/08/2017,3433.99,300.2,47.46,47.46
09/08/2017,3371.88,297.78,48.2,48.2
08/08/2017,3430.52,296.98,49.1,49.1
07/08/2017,3395.0,269.8,45.84,45.84
06/08/2017,3235.03,265.67,45.3,45.3
05/08/2017,3256.31,253.5,46.22,46.22
04/08/2017,2875.97,222.5,43.49,43.49
03/08/2017,2797.03,225.4,42.77,42.77
02/08/2017,2700.8,218.49,41.86,41.86
01/08/2017,2727.03,226.25,43.0,43.0
31/07/2017,2876.13,201.78,42.35,42.35
30/07/2017,2799.0,198.45,40.71,40.71
29/07/2017,2716.0,207.14,41.2,41.2
28/07/2017,2800.0,191.55,40.55,40.55
27/07/2017,2675.39,203.1,41.62,41.62
26/07/2017,2525.0,202.21,41.85,41.85
25/07/2017,2556.0,204.0,42.09,42.09
24/07/2017,2755.9,225.8,44.69,44.69
23/07/2017,2761.2,229.85,45.29,45.29
22/07/2017,2831.13,230.13,46.7,46.7
21/07/2017,2670.0,216.0,45.25,45.25
20/07/2017,2854.88,227.49,44.75,44.75
19/07/2017,2255.0,193.5,39.91,39.91
18/07/2017,2310.8,228.0,43.47,43.47
17/07/2017,2217.0,188.72,42.25,42.25
16/07/2017,1907.24,155.2,40.53,40.53
15/07/2017,1972.07,168.6,38.3,38.3
14/07/2017,2216.18,197.0,42.68,42.68
13/07/2017,2336.4,204.8,45.46,45.46
12/07/2017,2373.85,223.0,46.78,46.78
11/07/2017,2302.2,190.99,43.81,43.81
10/07/2017,2339.23,210.0,44.25,44.25
09/07/2017,2499.0,236.4,48.96,48.96
08/07/2017,2547.85,245.0,51.11,51.11
07/07/2017,2506.93,240.5,46.19,46.19
06/07/2017,2605.64,266.49,51.01,51.01
05/07/2017,2611.39,266.3,53.2,53.2
04/07/2017,2599.07,268.4,55.0,55.0
03/07/2017,2546.73,276.1,45.44,45.44
02/07/2017,2505.57,284.0,41.5,41.5
01/07/2017,2392.95,256.0,37.93,37.93
30/06/2017,2445.0,280.0,39.05,39.05
29/06/2017,2526.07,293.0,40.06,40.06
28/06/2017,2554.02,316.2,41.9,41.9
27/06/2017,2538.01,283.66,39.33,39.33
26/06/2017,2405.0,254.49,37.9,37.9
25/06/2017,2490.13,277.0,40.34,40.34
24/06/2017,2547.43,302.15,42.39,42.39
23/06/2017,2668.0,325.5,45.18,45.18
22/06/2017,2684.99,321.6,46.07,46.07
21/06/2017,2644.97,324.48,43.73,43.73
